DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município de residência
Período:2025
"Município de residência";"Casos_Prováveis"
"130100 CARAUARI";8
"130110 CAREIRO";4
"130120 COARI";52
"130130 CODAJAS";49
"130140 EIRUNEPE";348
"130150 ENVIRA";310
"130160 FONTE BOA";3
"130165 GUAJARA";214
"130170 HUMAITA";9
"130180 IPIXUNA";334
"130185 IRANDUBA";17
"130190 ITACOATIARA";7
"130210 JAPURA";33
"130220 JURUA";8
"130230 JUTAI";435
"130240 LABREA";42
"130250 MANACAPURU";45
"130255 MANAQUIRI";2
"130260 MANAUS";668
"130270 MANICORE";12
"130280 MARAA";20
"130290 MAUES";41
"130320 NOVO AIRAO";58
"130330 NOVO ARIPUANA";4
"130340 PARINTINS";7
"130353 PRESIDENTE FIGUEIREDO";125
"130356 RIO PRETO DA EVA";4
"130360 SANTA ISABEL DO RIO NEGRO";4
"130370 SANTO ANTONIO DO ICA";10
"130380 SAO GABRIEL DA CACHOEIRA";10
"130395 SAO SEBASTIAO DO UATUMA";1
"130406 TABATINGA";88
"130410 TAPAUA";13
"130420 TEFE";46
"130423 TONANTINS";50
"130430 URUCARA";2
"140002 AMAJARI";1
"140005 ALTO ALEGRE";2
"140010 BOA VISTA";101
"140015 BONFIM";1
"140017 CANTA";3
"140020 CARACARAI";14
"140023 CAROEBE";1
"140028 IRACEMA";5
"140030 MUCAJAI";2
"140040 NORMANDIA";1
"140045 PACARAIMA";21
"140047 RORAINOPOLIS";1
"140050 SAO JOAO DA BALIZA";7
"140060 SAO LUIZ";6
"150010 ABAETETUBA";81
"150013 ABEL FIGUEIREDO";10
"150020 ACARA";29
"150030 AFUA";84
"150034 AGUA AZUL DO NORTE";3
"150040 ALENQUER";6
"150050 ALMEIRIM";3
"150060 ALTAMIRA";480
"150070 ANAJAS";30
"150080 ANANINDEUA";208
"150085 ANAPU";248
"150090 AUGUSTO CORREA";148
"150095 AURORA DO PARA";19
"150100 AVEIRO";35
"150110 BAGRE";2
"150120 BAIAO";13
"150125 BANNACH";9
"150130 BARCARENA";164
"150140 BELEM";571
"150145 BELTERRA";22
"150150 BENEVIDES";90
"150157 BOM JESUS DO TOCANTINS";14
"150160 BONITO";1
"150170 BRAGANCA";9
"150172 BRASIL NOVO";95
"150175 BREJO GRANDE DO ARAGUAIA";6
"150178 BREU BRANCO";44
"150180 BREVES";25
"150190 BUJARU";35
"150210 CAMETA";54
"150215 CANAA DOS CARAJAS";288
"150220 CAPANEMA";9
"150230 CAPITAO POCO";2
"150240 CASTANHAL";211
"150260 COLARES";22
"150270 CONCEICAO DO ARAGUAIA";278
"150275 CONCORDIA DO PARA";6
"150276 CUMARU DO NORTE";47
"150277 CURIONOPOLIS";34
"150280 CURRALINHO";8
"150285 CURUA";1
"150290 CURUCA";5
"150293 DOM ELISEU";78
"150295 ELDORADO DOS CARAJAS";95
"150304 FLORESTA DO ARAGUAIA";127
"150307 GARRAFAO DO NORTE";2
"150309 GOIANESIA DO PARA";19
"150310 GURUPA";2
"150320 IGARAPE-ACU";7
"150330 IGARAPE-MIRI";46
"150340 INHANGAPI";93
"150345 IPIXUNA DO PARA";14
"150350 IRITUIA";2
"150360 ITAITUBA";1075
"150370 ITUPIRANGA";52
"150375 JACAREACANGA";6
"150380 JACUNDA";246
"150390 JURUTI";3
"150400 LIMOEIRO DO AJURU";4
"150405 MAE DO RIO";5
"150410 MAGALHAES BARATA";1
"150420 MARABA";98
"150430 MARACANA";4
"150442 MARITUBA";107
"150445 MEDICILANDIA";18
"150450 MELGACO";11
"150460 MOCAJUBA";10
"150470 MOJU";14
"150475 MOJUI DOS CAMPOS";4
"150490 MUANA";5
"150495 NOVA ESPERANCA DO PIRIA";6
"150497 NOVA IPIXUNA";15
"150503 NOVO PROGRESSO";725
"150506 NOVO REPARTIMENTO";263
"150510 OBIDOS";2
"150520 OEIRAS DO PARA";2
"150530 ORIXIMINA";3
"150540 OUREM";1
"150543 OURILANDIA DO NORTE";63
"150548 PACAJA";834
"150549 PALESTINA DO PARA";48
"150550 PARAGOMINAS";13
"150553 PARAUAPEBAS";977
"150555 PAU D'ARCO";82
"150560 PEIXE-BOI";11
"150565 PLACAS";93
"150570 PONTA DE PEDRAS";30
"150580 PORTEL";32
"150590 PORTO DE MOZ";4
"150600 PRAINHA";15
"150610 PRIMAVERA";9
"150613 REDENCAO";792
"150616 RIO MARIA";142
"150618 RONDON DO PARA";5
"150619 RUROPOLIS";88
"150620 SALINOPOLIS";5
"150630 SALVATERRA";1
"150635 SANTA BARBARA DO PARA";129
"150650 SANTA IZABEL DO PARA";40
"150655 SANTA LUZIA DO PARA";4
"150658 SANTA MARIA DAS BARREIRAS";69
"150660 SANTA MARIA DO PARA";5
"150670 SANTANA DO ARAGUAIA";179
"150680 SANTAREM";98
"150700 SANTO ANTONIO DO TAUA";2
"150710 SAO CAETANO DE ODIVELAS";4
"150715 SAO DOMINGOS DO ARAGUAIA";86
"150720 SAO DOMINGOS DO CAPIM";19
"150730 SAO FELIX DO XINGU";102
"150740 SAO FRANCISCO DO PARA";7
"150745 SAO GERALDO DO ARAGUAIA";7
"150746 SAO JOAO DA PONTA";2
"150747 SAO JOAO DE PIRABAS";1
"150750 SAO JOAO DO ARAGUAIA";81
"150760 SAO MIGUEL DO GUAMA";16
"150770 SAO SEBASTIAO DA BOA VISTA";6
"150775 SAPUCAIA";126
"150780 SENADOR JOSE PORFIRIO";40
"150790 SOURE";7
"150795 TAILANDIA";52
"150796 TERRA ALTA";1
"150800 TOME-ACU";265
"150803 TRACUATEUA";5
"150805 TRAIRAO";23
"150808 TUCUMA";105
"150810 TUCURUI";73
"150812 ULIANOPOLIS";3
"150815 URUARA";300
"150820 VIGIA";4
"150830 VISEU";12
"150835 VITORIA DO XINGU";249
"150840 XINGUARA";291
"160005 SERRA DO NAVIO";156
"160010 AMAPA";2
"160015 PEDRA BRANCA DO AMAPARI";109
"160020 CALCOENE";20
"160023 FERREIRA GOMES";67
"160027 LARANJAL DO JARI";45
"160030 MACAPA";305
"160040 MAZAGAO";136
"160050 OIAPOQUE";73
"160053 PORTO GRANDE";42
"160055 PRACUUBA";27
"160060 SANTANA";220
"160070 TARTARUGALZINHO";25
"160080 VITORIA DO JARI";8
"170025 ABREULANDIA";1
"170030 AGUIARNOPOLIS";17
"170035 ALIANCA DO TOCANTINS";5
"170040 ALMAS";35
"170070 ALVORADA";33
"170100 ANANAS";5
"170105 ANGICO";1
"170110 APARECIDA DO RIO NEGRO";1
"170130 ARAGOMINAS";5
"170190 ARAGUACEMA";15
"170200 ARAGUACU";31
"170210 ARAGUAINA";255
"170215 ARAGUANA";1
"170220 ARAGUATINS";154
"170230 ARAPOEMA";7
"170240 ARRAIAS";34
"170255 AUGUSTINOPOLIS";60
"170270 AURORA DO TOCANTINS";1
"170290 AXIXA DO TOCANTINS";16
"170300 BABACULANDIA";11
"170305 BANDEIRANTES DO TOCANTINS";1
"170307 BARRA DO OURO";3
"170310 BARROLANDIA";4
"170330 BOM JESUS DO TOCANTINS";4
"170360 BRASILANDIA DO TOCANTINS";2
"170370 BREJINHO DE NAZARE";12
"170380 BURITI DO TOCANTINS";10
"170382 CACHOEIRINHA";2
"170384 CAMPOS LINDOS";4
"170388 CARMOLANDIA";9
"170389 CARRASCO BONITO";2
"170390 CASEARA";1
"170460 CHAPADA DE AREIA";3
"170510 CHAPADA DA NATIVIDADE";5
"170550 COLINAS DO TOCANTINS";105
"170555 COMBINADO";6
"170560 CONCEICAO DO TOCANTINS";4
"170600 COUTO MAGALHAES";7
"170610 CRISTALANDIA";1
"170625 CRIXAS DO TOCANTINS";2
"170650 DARCINOPOLIS";3
"170700 DIANOPOLIS";72
"170710 DIVINOPOLIS DO TOCANTINS";3
"170720 DOIS IRMAOS DO TOCANTINS";8
"170730 DUERE";3
"170740 ESPERANTINA";12
"170755 FATIMA";2
"170765 FIGUEIROPOLIS";2
"170770 FILADELFIA";3
"170820 FORMOSO DO ARAGUAIA";34
"170825 FORTALEZA DO TABOCAO";3
"170830 GOIANORTE";6
"170900 GOIATINS";2
"170930 GUARAI";15
"170950 GURUPI";130
"170980 IPUEIRAS";3
"171050 ITACAJA";13
"171070 ITAGUATINS";5
"171110 ITAPORA DO TOCANTINS";4
"171150 JAU DO TOCANTINS";7
"171180 JUARINA";2
"171190 LAGOA DA CONFUSAO";15
"171195 LAGOA DO TOCANTINS";1
"171200 LAJEADO";5
"171245 LUZINOPOLIS";1
"171250 MARIANOPOLIS DO TOCANTINS";2
"171270 MATEIROS";3
"171320 MIRACEMA DO TOCANTINS";162
"171330 MIRANORTE";12
"171360 MONTE DO CARMO";8
"171370 MONTE SANTO DO TOCANTINS";4
"171380 PALMEIRAS DO TOCANTINS";3
"171395 MURICILANDIA";3
"171420 NATIVIDADE";13
"171430 NAZARE";1
"171488 NOVA OLINDA";22
"171500 NOVA ROSALANDIA";6
"171510 NOVO ACORDO";1
"171515 NOVO ALEGRE";1
"171525 NOVO JARDIM";5
"171550 OLIVEIRA DE FATIMA";8
"171570 PALMEIRANTE";4
"171575 PALMEIROPOLIS";7
"171610 PARAISO DO TOCANTINS";23
"171620 PARANA";140
"171630 PAU D'ARCO";2
"171650 PEDRO AFONSO";2
"171660 PEIXE";27
"171665 PEQUIZEIRO";2
"171670 COLMEIA";3
"171700 PINDORAMA DO TOCANTINS";8
"171720 PIRAQUE";2
"171750 PIUM";10
"171780 PONTE ALTA DO BOM JESUS";1
"171790 PONTE ALTA DO TOCANTINS";14
"171800 PORTO ALEGRE DO TOCANTINS";7
"171820 PORTO NACIONAL";234
"171830 PRAIA NORTE";2
"171840 PRESIDENTE KENNEDY";3
"171845 PUGMIL";18
"171855 RIACHINHO";2
"171865 RIO DA CONCEICAO";6
"171870 RIO DOS BOIS";4
"171880 SAMPAIO";7
"171884 SANDOLANDIA";11
"171886 SANTA FE DO ARAGUAIA";2
"171890 SANTA ROSA DO TOCANTINS";7
"171900 SANTA TEREZA DO TOCANTINS";12
"172000 SANTA TEREZINHA DO TOCANTINS";1
"172020 SAO MIGUEL DO TOCANTINS";17
"172025 SAO SALVADOR DO TOCANTINS";7
"172030 SAO SEBASTIAO DO TOCANTINS";2
"172049 SAO VALERIO";1
"172065 SILVANOPOLIS";12
"172080 SITIO NOVO DO TOCANTINS";15
"172085 SUCUPIRA";4
"172090 TAGUATINGA";13
"172100 PALMAS";534
"172110 TOCANTINIA";13
"172120 TOCANTINOPOLIS";35
"172208 WANDERLANDIA";2
"172210 XAMBIOA";5
"210005 ACAILANDIA";64
"210010 AFONSO CUNHA";1
"210015 AGUA DOCE DO MARANHAO";1
"210020 ALCANTARA";4
"210030 ALDEIAS ALTAS";11
"210043 ALTO ALEGRE DO MARANHAO";1
"210050 ALTO PARNAIBA";4
"210060 AMARANTE DO MARANHAO";3
"210070 ANAJATUBA";1
"210080 ANAPURUS";45
"210083 APICUM-ACU";35
"210087 ARAGUANA";1
"210090 ARAIOSES";6
"210095 ARAME";3
"210100 ARARI";5
"210110 AXIXA";1
"210120 BACABAL";26
"210125 BACABEIRA";12
"210130 BACURI";7
"210140 BALSAS";635
"210150 BARAO DE GRAJAU";22
"210160 BARRA DO CORDA";20
"210170 BARREIRINHAS";2
"210180 BENEDITO LEITE";4
"210200 BOM JARDIM";3
"210203 BOM JESUS DAS SELVAS";44
"210207 BOM LUGAR";1
"210210 BREJO";2
"210220 BURITI";5
"210230 BURITI BRAVO";19
"210232 BURITICUPU";17
"210235 BURITIRANA";4
"210240 CAJAPIO";1
"210250 CAJARI";2
"210255 CAMPESTRE DO MARANHAO";9
"210270 CANTANHEDE";4
"210275 CAPINZAL DO NORTE";2
"210280 CAROLINA";7
"210290 CARUTAPERA";2
"210300 CAXIAS";30
"210317 CENTRO NOVO DO MARANHAO";12
"210320 CHAPADINHA";25
"210325 CIDELANDIA";2
"210330 CODO";4
"210340 COELHO NETO";3
"210350 COLINAS";29
"210355 CONCEICAO DO LAGO-ACU";2
"210360 COROATA";2
"210370 CURURUPU";4
"210375 DAVINOPOLIS";2
"210380 DOM PEDRO";3
"210390 DUQUE BACELAR";2
"210400 ESPERANTINOPOLIS";7
"210405 ESTREITO";2
"210407 FEIRA NOVA DO MARANHAO";5
"210408 FERNANDO FALCAO";1
"210409 FORMOSA DA SERRA NEGRA";8
"210410 FORTALEZA DOS NOGUEIRAS";4
"210420 FORTUNA";2
"210450 GOVERNADOR ARCHER";2
"210455 GOVERNADOR EDISON LOBAO";11
"210462 GOVERNADOR LUIZ ROCHA";3
"210465 GOVERNADOR NEWTON BELLO";3
"210480 GRAJAU";10
"210490 GUIMARAES";1
"210500 HUMBERTO DE CAMPOS";2
"210515 IGARAPE DO MEIO";1
"210520 IGARAPE GRANDE";1
"210530 IMPERATRIZ";37
"210535 ITAIPAVA DO GRAJAU";1
"210540 ITAPECURU MIRIM";3
"210542 ITINGA DO MARANHAO";37
"210545 JATOBA";20
"210547 JENIPAPO DOS VIEIRAS";1
"210550 JOAO LISBOA";27
"210560 JOSELANDIA";3
"210565 JUNCO DO MARANHAO";127
"210570 LAGO DA PEDRA";2
"210590 LAGO VERDE";11
"210592 LAGOA DO MATO";24
"210598 LAJEADO NOVO";4
"210600 LIMA CAMPOS";1
"210610 LORETO";3
"210620 LUIS DOMINGUES";3
"210630 MAGALHAES DE ALMEIDA";1
"210632 MARACACUME";8
"210635 MARAJA DO SENA";15
"210637 MARANHAOZINHO";1
"210640 MATA ROMA";10
"210650 MATINHA";1
"210660 MATOES";57
"210663 MATOES DO NORTE";1
"210667 MILAGRES DO MARANHAO";2
"210670 MIRADOR";3
"210675 MIRANDA DO NORTE";1
"210680 MIRINZAL";1
"210690 MONCAO";3
"210700 MONTES ALTOS";4
"210710 MORROS";2
"210720 NINA RODRIGUES";3
"210725 NOVA COLINAS";6
"210730 NOVA IORQUE";10
"210740 OLHO D'AGUA DAS CUNHAS";2
"210745 OLINDA NOVA DO MARANHAO";3
"210750 PACO DO LUMIAR";23
"210770 PARAIBANO";233
"210780 PARNARAMA";63
"210790 PASSAGEM FRANCA";91
"210800 PASTOS BONS";141
"210810 PAULO RAMOS";14
"210820 PEDREIRAS";20
"210825 PEDRO DO ROSARIO";2
"210830 PENALVA";2
"210840 PERI MIRIM";1
"210845 PERITORO";1
"210850 PINDARE-MIRIM";4
"210860 PINHEIRO";3
"210870 PIO XII";6
"210880 PIRAPEMAS";1
"210890 POCAO DE PEDRAS";4
"210900 PORTO FRANCO";36
"210905 PORTO RICO DO MARANHAO";2
"210910 PRESIDENTE DUTRA";3
"210920 PRESIDENTE JUSCELINO";2
"210923 PRESIDENTE MEDICI";1
"210927 PRESIDENTE SARNEY";8
"210930 PRESIDENTE VARGAS";1
"210945 RAPOSA";7
"210950 RIACHAO";14
"210955 RIBAMAR FIQUENE";1
"210960 ROSARIO";4
"210970 SAMBAIBA";3
"210980 SANTA HELENA";36
"210990 SANTA INES";33
"211000 SANTA LUZIA";4
"211003 SANTA LUZIA DO PARUA";1
"211010 SANTA QUITERIA DO MARANHAO";1
"211020 SANTA RITA";3
"211023 SANTANA DO MARANHAO";8
"211030 SANTO ANTONIO DOS LOPES";7
"211050 SAO BENTO";4
"211060 SAO BERNARDO";4
"211065 SAO DOMINGOS DO AZEITAO";6
"211070 SAO DOMINGOS DO MARANHAO";17
"211085 SAO FRANCISCO DO BREJAO";12
"211090 SAO FRANCISCO DO MARANHAO";4
"211100 SAO JOAO BATISTA";1
"211105 SAO JOAO DO PARAISO";7
"211110 SAO JOAO DOS PATOS";20
"211120 SAO JOSE DE RIBAMAR";47
"211125 SAO JOSE DOS BASILIOS";2
"211130 SAO LUIS";463
"211140 SAO LUIS GONZAGA DO MARANHAO";15
"211150 SAO MATEUS DO MARANHAO";1
"211153 SAO PEDRO DA AGUA BRANCA";10
"211157 SAO PEDRO DOS CRENTES";5
"211160 SAO RAIMUNDO DAS MANGABEIRAS";7
"211163 SAO RAIMUNDO DO DOCA BEZERRA";2
"211167 SAO ROBERTO";7
"211170 SAO VICENTE FERRER";5
"211172 SATUBINHA";1
"211174 SENADOR ALEXANDRE COSTA";4
"211176 SENADOR LA ROCQUE";2
"211178 SERRANO DO MARANHAO";5
"211180 SITIO NOVO";14
"211190 SUCUPIRA DO NORTE";71
"211195 SUCUPIRA DO RIACHAO";3
"211200 TASSO FRAGOSO";120
"211220 TIMON";80
"211223 TRIZIDELA DO VALE";1
"211230 TUNTUM";1
"211240 TURIACU";5
"211245 TURILANDIA";4
"211250 TUTOIA";3
"211260 URBANO SANTOS";2
"211270 VARGEM GRANDE";3
"211280 VIANA";5
"211285 VILA NOVA DOS MARTIRIOS";16
"211290 VITORIA DO MEARIM";4
"211300 VITORINO FREIRE";41
"211400 ZE DOCA";23
"220020 AGUA BRANCA";1
"220025 ALAGOINHA DO PIAUI";1
"220027 ALEGRETE DO PIAUI";1
"220030 ALTO LONGA";2
"220040 ALTOS";36
"220045 ALVORADA DO GURGUEIA";6
"220060 ANGICAL DO PIAUI";2
"220090 AROAZES";2
"220100 ARRAIAL";1
"220105 ASSUNCAO DO PIAUI";1
"220115 BAIXA GRANDE DO RIBEIRO";6
"220117 BARRA D'ALCANTARA";14
"220120 BARRAS";71
"220140 BARRO DURO";7
"220150 BATALHA";2
"220155 BELA VISTA DO PIAUI";1
"220160 BENEDITINOS";5
"220170 BERTOLINIA";1
"220177 BOA HORA";2
"220190 BOM JESUS";11
"220191 BOM PRINCIPIO DO PIAUI";1
"220196 BRASILEIRA";6
"220200 BURITI DOS LOPES";3
"220202 BURITI DOS MONTES";1
"220205 CABECEIRAS DO PIAUI";3
"220207 CAJAZEIRAS DO PIAUI";8
"220208 CAJUEIRO DA PRAIA";1
"220210 CAMPINAS DO PIAUI";4
"220220 CAMPO MAIOR";8
"220240 CAPITAO DE CAMPOS";48
"220253 CARAUBAS DO PIAUI";1
"220260 CASTELO DO PIAUI";2
"220265 CAXINGO";1
"220270 COCAL";4
"220271 COCAL DE TELHA";6
"220273 COIVARAS";4
"220275 COLONIA DO GURGUEIA";1
"220277 COLONIA DO PIAUI";6
"220290 CORRENTE";7
"220310 CRISTINO CASTRO";32
"220320 CURIMATA";7
"220323 CURRAIS";10
"220325 CURRALINHOS";10
"220330 DEMERVAL LOBAO";2
"220345 DOM INOCENCIO";17
"220350 ELESBAO VELOSO";12
"220370 ESPERANTINA";15
"220380 FLORES DO PIAUI";16
"220390 FLORIANO";8
"220400 FRANCINOPOLIS";28
"220410 FRANCISCO AYRES";7
"220440 GILBUES";2
"220450 GUADALUPE";6
"220460 HUGO NAPOLEAO";1
"220465 ILHA GRANDE";3
"220470 INHUMA";468
"220480 IPIRANGA DO PIAUI";35
"220490 ISAIAS COELHO";5
"220525 JARDIM DO MULATO";3
"220540 JOAQUIM PIRES";1
"220550 JOSE DE FREITAS";9
"220552 JULIO BORGES";3
"220553 JUREMA";1
"220557 LAGOA DE SAO FRANCISCO";1
"220559 LAGOA DO SITIO";4
"220560 LANDRI SALES";2
"220570 LUIS CORREIA";6
"220580 LUZILANDIA";3
"220590 MANOEL EMIDIO";1
"220600 MARCOS PARENTE";1
"220620 MIGUEL ALVES";49
"220630 MIGUEL LEAO";4
"220635 MILTON BRANDAO";7
"220640 MONSENHOR GIL";1
"220660 MONTE ALEGRE DO PIAUI";3
"220665 MORRO CABECA NO TEMPO";1
"220669 MURICI DOS PORTELAS";1
"220670 NAZARE DO PIAUI";78
"220672 NAZARIA";1
"220675 NOSSA SENHORA DE NAZARE";1
"220680 NOSSA SENHORA DOS REMEDIOS";9
"220690 NOVO ORIENTE DO PIAUI";18
"220695 NOVO SANTO ANTONIO";1
"220700 OEIRAS";101
"220740 PALMEIRA DO PIAUI";2
"220750 PALMEIRAIS";2
"220760 PARNAGUA";3
"220770 PARNAIBA";53
"220779 PAU D'ARCO DO PIAUI";4
"220790 PEDRO II";17
"220795 NOVA SANTA RITA";1
"220800 PICOS";16
"220810 PIMENTEIRAS";1
"220830 PIRACURUCA";1
"220840 PIRIPIRI";48
"220850 PORTO";6
"220855 PORTO ALEGRE DO PIAUI";4
"220860 PRATA DO PIAUI";1
"220870 REDENCAO DO GURGUEIA";40
"220880 REGENERACAO";2
"220885 RIACHO FRIO";7
"220900 RIO GRANDE DO PIAUI";1
"220920 SANTA FILOMENA";1
"220930 SANTA LUZ";3
"220935 SANTANA DO PIAUI";1
"220937 SANTA ROSA DO PIAUI";77
"220940 SANTO ANTONIO DE LISBOA";1
"220950 SANTO INACIO DO PIAUI";1
"220955 SAO BRAZ DO PIAUI";2
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";1
"220970 SAO FRANCISCO DO PIAUI";2
"220975 SAO GONCALO DO GURGUEIA";10
"220985 SAO JOAO DA CANABRAVA";1
"220987 SAO JOAO DA FRONTEIRA";1
"220995 SAO JOAO DA VARJOTA";7
"221005 SAO JOSE DO DIVINO";5
"221030 SAO JULIAO";1
"221038 SAO MIGUEL DA BAIXA GRANDE";2
"221039 SAO MIGUEL DO FIDALGO";1
"221040 SAO MIGUEL DO TAPUIO";2
"221050 SAO PEDRO DO PIAUI";3
"221060 SAO RAIMUNDO NONATO";1
"221065 SIGEFREDO PACHECO";2
"221070 SIMOES";10
"221080 SIMPLICIO MENDES";5
"221090 SOCORRO DO PIAUI";3
"221093 SUSSUAPARA";1
"221097 TANQUE DO PIAUI";175
"221100 TERESINA";1318
"221110 UNIAO";21
"221120 URUCUI";18
"221130 VALENCA DO PIAUI";50
"221135 VARZEA BRANCA";1
"221140 VARZEA GRANDE";197
"221160 VILA NOVA DO PIAUI";1
"221170 WALL FERRAZ";1
"230015 ACARAPE";45
"230020 ACARAU";1
"230030 ACOPIARA";2
"230040 AIUABA";1
"230050 ALCANTARAS";3
"230075 AMONTADA";5
"230080 ANTONINA DO NORTE";1
"230090 APUIARES";1
"230100 AQUIRAZ";10
"230110 ARACATI";62
"230120 ARACOIABA";5
"230125 ARARENDA";2
"230130 ARARIPE";3
"230140 ARATUBA";30
"230150 ARNEIROZ";4
"230160 ASSARE";4
"230170 AURORA";1
"230180 BAIXIO";2
"230185 BANABUIU";7
"230190 BARBALHA";203
"230195 BARREIRA";1
"230200 BARRO";3
"230210 BATURITE";31
"230220 BEBERIBE";13
"230230 BELA CRUZ";3
"230240 BOA VIAGEM";30
"230250 BREJO SANTO";43
"230260 CAMOCIM";1
"230270 CAMPOS SALES";11
"230280 CANINDE";7
"230290 CAPISTRANO";24
"230300 CARIDADE";5
"230320 CARIRIACU";2
"230330 CARIUS";1
"230340 CARNAUBAL";1
"230350 CASCAVEL";15
"230360 CATARINA";3
"230365 CATUNDA";1
"230370 CAUCAIA";49
"230380 CEDRO";12
"230390 CHAVAL";1
"230393 CHORO";5
"230395 CHOROZINHO";3
"230400 COREAU";2
"230410 CRATEUS";9
"230420 CRATO";32
"230423 CROATA";2
"230425 CRUZ";8
"230427 ERERE";3
"230428 EUSEBIO";5
"230430 FARIAS BRITO";30
"230435 FORQUILHA";1
"230440 FORTALEZA";435
"230445 FORTIM";1
"230465 GRACA";1
"230470 GRANJA";4
"230480 GRANJEIRO";1
"230490 GROAIRAS";3
"230495 GUAIUBA";1
"230500 GUARACIABA DO NORTE";1
"230510 GUARAMIRANGA";5
"230520 HIDROLANDIA";4
"230523 HORIZONTE";3
"230526 IBARETAMA";1
"230530 IBIAPINA";2
"230535 ICAPUI";11
"230540 ICO";38
"230550 IGUATU";15
"230560 INDEPENDENCIA";2
"230580 IPU";4
"230590 IPUEIRAS";4
"230600 IRACEMA";1
"230620 ITAICABA";6
"230625 ITAITINGA";10
"230640 ITAPIPOCA";30
"230655 ITAREMA";8
"230670 JAGUARETAMA";1
"230680 JAGUARIBARA";3
"230690 JAGUARIBE";48
"230700 JAGUARUANA";1
"230710 JARDIM";127
"230720 JATI";28
"230725 JIJOCA DE JERICOACOARA";23
"230730 JUAZEIRO DO NORTE";10
"230740 JUCAS";10
"230750 LAVRAS DA MANGABEIRA";2
"230760 LIMOEIRO DO NORTE";4
"230763 MADALENA";2
"230765 MARACANAU";36
"230770 MARANGUAPE";19
"230800 MASSAPE";4
"230810 MAURITI";9
"230820 MERUOCA";2
"230830 MILAGRES";48
"230835 MILHA";2
"230837 MIRAIMA";1
"230840 MISSAO VELHA";18
"230850 MOMBACA";6
"230860 MONSENHOR TABOSA";5
"230870 MORADA NOVA";2
"230880 MORAUJO";5
"230900 MUCAMBO";5
"230910 MULUNGU";59
"230920 NOVA OLINDA";40
"230930 NOVA RUSSAS";18
"230940 NOVO ORIENTE";1
"230945 OCARA";12
"230950 OROS";188
"230960 PACAJUS";12
"230970 PACATUBA";7
"230980 PACOTI";19
"230990 PACUJA";2
"231000 PALHANO";2
"231010 PALMACIA";3
